id,data_venda,cliente,vendedor,produto,categoria,fornecedor,quantidade,valor_venda,valor_custo
18229,2018-02-17,Beatriz Souza,RENE CHIARI,RIO DE JANEIRO / LIMA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,2,1900.0,1570.0
18230,2022-01-08,Igor Castro,HERMES MACEDO,RIO DE JANEIRO / RECIFE,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,2,560.0,500.0
18231,2021-04-03,Vinicius Rocha,MARCELO WITEMBERG,SAO PAULO / BELO HORIZONTE,PASSAGENS,LINHAS BRASIL EXPRESS,3,250.0,200.0
18232,2020-09-24,Lavinia Azevedo,EDUARDO SANTOS,SAMSUNG XY 4,CELULARES,SAMSUNG,4,1200.0,965.0
18233,2023-03-19,Rafael Almeida,RAFAELA LIMA,JUICER CCE,ELETRODOMESTICOS,CCE,5,430.0,347.0
18234,2019-01-26,Samuel Castro,ANTONIO JESUS,DESKTOP P5 HP,INFORMATICA,HP,1,1400.0,980.0
18235,2019-03-02,Livia Almeida,SILVIO BAHIANA,ADVANCED AZURE,LIVROS,MICROSOFT,3,70.0,55.0
18236,2021-01-03,Bruna Cavalcanti,PEDRO NUNES,FUTEBOL 2018,GAMES,JOGAR GAMES,4,145.0,67.0
18237,2020-04-19,Fernanda Pinto,JOAO NUNES,GRILL GEROGE FOREMAN,ELETRODOMESTICOS,GANCA,2,250.0,210.0
18238,2022-11-17,Clara Cunha,RENE CHIARI,PLAYSTATION 3,GAMES,SONY,5,980.0,590.0
18239,2018-07-04,Marisa Oliveira,SERGIO AGUDO,NOTEBOOK HP ONE,INFORMATICA,HP,2,1870.0,1300.0
18240,2020-09-15,Ana Alves,MARCELO WITEMBERG,CARTAO SD 64 GB SAMSUNG,INFORMATICA,SAMSUNG,4,78.0,55.0
18241,2018-03-19,Rafael Almeida,RAFAELA LIMA,DIABO,GAMES,JOGAR GAMES,1,99.0,33.0
18242,2020-11-07,Caio Lima,DAVID BORGES,NOTEBOOK MSFT HIBR,INFORMATICA,MICROSOFT,3,4800.0,2999.0
18243,2020-03-19,Kauã Barros,JOAO NUNES,SAO PAULO / BELO HORIZONTE,PASSAGENS,LINHAS BRASIL EXPRESS,2,250.0,200.0
18244,2020-04-09,Marisa Barbosa,RENE CHIARI,MIXER BRITANIA,ELETRODOMESTICOS,BRITANIA,4,90.0,68.0
18245,2019-09-15,Evelyn Ribeiro,SILVIO BAHIANA,LAVADORA GANCA 10L,ELETRODOMESTICOS,GANCA,4,5400.0,5020.0
18246,2021-08-17,Laura Cavalcanti,PILAR SANCHES,RIO DE JANEIRO / RECIFE,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,1,560.0,500.0
18247,2020-05-13,Arthur Goncalves,EDUARDO SANTOS,NOKIA 549,CELULARES,NOKIA,4,450.0,300.0
18248,2021-12-19,Nicolash Cavalcanti,CELIA TAVARES,LAVADORA GANCA 10L,ELETRODOMESTICOS,GANCA,4,5400.0,5020.0
18249,2022-05-15,José Ribeiro,RENATA MONTEIRO,NOKIA QUARTY,CELULARES,NOKIA,4,300.0,190.0
18250,2023-05-19,Nicolas Oliveira,JOAO NUNES,PLAYSTATION 3,GAMES,SONY,2,980.0,590.0
18251,2023-06-08,Danilo Castro,RODRIGO MARQUES,GLADIADORES,DVDS,EM SPORTS,2,145.0,90.0
18252,2020-03-21,Júlia Goncalves,HERMES MACEDO,LAVA LOUCAS BRASTEMP,ELETRODOMESTICOS,BRASTEMP,3,3500.0,2945.0
18253,2019-06-09,Aline Correia,LILIAN SALINAS,MOCHILA NOTEBOOK 14 POL,INFORMATICA,GENIUS,4,89.0,61.0
18254,2018-11-21,Danilo Santos,RODRIGO MARQUES,WARIO,GAMES,BILLZAR GAMES,2,145.0,78.0
18255,2023-03-08,Danilo Pereira,CARLOS SENRA,FREEZER 300L BRASTEMP,ELETRODOMESTICOS,BRASTEMP,4,1800.0,986.0
18256,2019-05-15,Enzo Dias,CELIA TAVARES,SMART TV SAMSUNG 52,TV E AUDIO,SAMSUNG,3,4300.0,3800.0
18257,2021-09-16,Tânia Lima,DAVID BORGES,DESKTOP P5 HP,INFORMATICA,HP,1,1400.0,980.0
18258,2022-01-19,Kaua Goncalves,PEDRO NUNES,NOTEBOOK MSFT 17,INFORMATICA,MICROSOFT,2,3100.0,2700.0
18259,2022-02-22,Sophia Alves,GERALDO FRANCISCO,NOTEBOOK SONY AWS,INFORMATICA,SONY,5,2750.0,2400.0
18260,2022-02-21,Kauã Fernandes,RODRIGO MARQUES,TV LED 50 SAMSUNG,TV E AUDIO,SAMSUNG,1,3300.0,2900.0
18261,2021-03-01,Martim Castro,WALLACE MOREIRA,CASOAS ANTIGOS,DVDS,EM SPORTS,3,37.0,20.0
18262,2020-12-19,Isabelle Castro,EDUARDO SANTOS,NOKIA 549,CELULARES,NOKIA,5,450.0,300.0
18263,2023-01-24,Caio Sousa,EDUARDO SANTOS,MP4 32 GB SONY,INFORMATICA,SONY,1,240.0,120.0
18264,2019-08-06,Caio Lima,PEDRO NUNES,PENDRIVE 128 CROSSAIR,INFORMATICA,PHILIPS,2,137.0,98.0
18265,2023-08-23,Lavinia Gomes,WALLACE MOREIRA,GRAVITACIONAL,DVDS,STUDIOS CALIFORNIA,2,78.0,37.0
18266,2021-03-14,Aline Fernandes,DAVID BORGES,WARIO,GAMES,BILLZAR GAMES,3,145.0,78.0
18267,2022-03-17,Isabella Cunha,JOAO NUNES,TV LED 60 SONY,TV E AUDIO,SONY,1,3900.0,3051.0
18268,2020-12-12,Julian Azevedo,PILAR SANCHES,CADEIRA DE FERRO,MOVEIS,BRASIL MADEIRAS,2,300.0,160.0
18269,2021-04-04,Sofia Melo,DEBORA ALMEIDA,TV LED 50 SAMSUNG,TV E AUDIO,SAMSUNG,3,3300.0,2900.0
18270,2020-11-23,Thiago Rodrigues,DEBORA ALMEIDA,SAMSUNG DUOS,CELULARES,SAMSUNG,4,1100.0,750.0
18271,2022-11-10,José Carvalho,PEDRO NUNES,CHAPA A GAS GANCA,ELETRODOMESTICOS,GANCA,2,1800.0,985.0
18272,2020-10-15,Danilo Sousa,SILVIO BAHIANA,HD 2T SAMSUNG,INFORMATICA,SAMSUNG,1,550.0,200.0
18273,2018-03-09,Pedro Melo,RENATA MONTEIRO,MAFIA,GAMES,BRAZUCA JOGOS,1,120.0,55.0
18274,2022-04-27,Mateus Ribeiro,RENATA MONTEIRO,FREEZER 300L BRASTEMP,ELETRODOMESTICOS,BRASTEMP,4,1800.0,986.0
18275,2023-07-18,Arthur Castro,TERESA CRISTINA,SAO PAULO / BUENOS AIRES,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,4,1090.0,1000.0
18276,2022-09-25,Vitor Correia,RODRIGO BIO,TV LED 42 CCE,TV E AUDIO,CCE,1,1600.0,800.0
18277,2018-04-17,Victor Souza,RENATA MONTEIRO,XTG SOUND,CELULARES,GFORCE,5,320.0,190.0
18278,2018-02-04,Erick Ferreira,RAFAELA LIMA,NOTEBOOK SONY AWS,INFORMATICA,SONY,1,2750.0,2400.0
18279,2018-08-16,Amanda Ferreira,HERMES MACEDO,RIO DE JANEIRO / LIMA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,4,1900.0,1570.0
18280,2022-02-06,Sofia Oliveira,FABIO AUGUSTO,NOTEBOOK HP ONE,INFORMATICA,HP,5,1870.0,1300.0
18281,2020-09-04,Eduardo Santos,JOAO NUNES,CENTRIFUGA ARNO,ELETRODOMESTICOS,ARNO,5,2800.0,2030.0
18282,2022-02-26,Kaua Almeida,CARLOS SENRA,HOMEM DE AÇO,DVDS,STUDIOS CALIFORNIA,1,45.0,20.0
18283,2021-11-01,Daniel Cardoso,EDUARDO SANTOS,ADAPTADOR WIRELESS,INFORMATICA,ACER,3,89.0,60.0
18284,2018-04-02,Pedro Melo,DEBORA ALMEIDA,SONY I7,INFORMATICA,SONY,5,2500.0,1300.0
18285,2022-01-09,Beatriz Rocha,EDUARDO SANTOS,CENTRIFUGA ARNO,ELETRODOMESTICOS,ARNO,2,2800.0,2030.0
18286,2020-10-19,Ágatha Sousa,DAVID BORGES,DINOSSAUROS,DVDS,STUDIOS HB,4,40.0,18.0
18287,2020-08-18,Larissa Rodrigues,SILVIO BAHIANA,ROTEADOR WIRELESS,INFORMATICA,MULTILASER,3,90.0,38.0
18288,2022-03-12,Nicole Alves,RENATA MONTEIRO,ADAPTADOR WIRELESS,INFORMATICA,ACER,3,89.0,60.0
18289,2021-05-13,Kaua Castro,JOAO NUNES,SMART TV PANASONIC 42,TV E AUDIO,PANASONIC,1,2200.0,1800.0
18290,2020-04-09,Victor Souza,RODRIGO MARQUES,MOTO G6,CELULARES,MOTOROLA,3,860.0,620.0
18291,2018-09-03,Lavinia Gomes,RENATA MONTEIRO,LAVA LOUCAS CCE,ELETRODOMESTICOS,CCE,1,3600.0,2745.0
18292,2020-10-20,Leonardo Ferreira,FABIO AUGUSTO,MOTO Z PLAY 3,CELULARES,MOTOROLA,3,1150.0,900.0
18293,2020-12-27,Antônio Correia,WALLACE MOREIRA,MIXER WALLITA,ELETRODOMESTICOS,WALLITA,4,160.0,98.0
18294,2021-12-25,Manuela Fernandes,GERALDO FRANCISCO,RIO DE JANEIRO / CAMPINAS,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,2,250.0,210.0
18295,2019-09-22,Vinicius Souza,ANTONIO JESUS,A TEORIA,DVDS,STUDIOS CALIFORNIA,3,198.0,130.0
18296,2022-05-14,Rebeca Carvalho,CELIA TAVARES,THIEF,GAMES,BRAZUCA JOGOS,3,140.0,70.0
18297,2022-07-08,Arthur Goncalves,CLARA MAFRA,O SENHOR DO CRIME,LIVROS,EDITORA AMAZONIA,4,199.0,120.0
18298,2021-10-27,Maria Castro,SERGIO AGUDO,RIO DE JANEIRO / LONDRINA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,3,430.0,390.0
18299,2021-12-20,Tiago Barros,WALLACE MOREIRA,TV LED 32 LG,TV E AUDIO,LG,5,1100.0,850.0
18300,2018-02-20,Victor Barbosa,RODRIGO MARQUES,LEITOR DE CARTOES,INFORMATICA,VISION,2,34.0,10.0
18301,2022-06-17,Vitoria Carvalho,TERESA CRISTINA,DRAGON BLAZER,GAMES,BRAZUCA JOGOS,2,90.0,40.0
18302,2018-10-03,Gabriela Rodrigues,LILIAN SALINAS,MOUSE OPTICO,INFORMATICA,GENIUS,3,59.0,41.0
18303,2021-11-24,Miguel Ribeiro,RAFAELA LIMA,DEVILCRY,GAMES,BRAZUCA JOGOS,2,120.0,65.0
18304,2018-10-13,Bruno Almeida,TERESA CRISTINA,MOCHILA NOTEBOOK 14 POL,INFORMATICA,GENIUS,3,89.0,61.0
18305,2019-05-12,Laura Cavalcanti,EDUARDO SANTOS,NOTEBOOK LN 17,INFORMATICA,LENOVO,4,2100.0,1700.0
18306,2023-07-12,Fernanda Pinto,FABIO AUGUSTO,LG OPTIMUS,CELULARES,LG,3,890.0,500.0
18307,2019-11-20,Eduardo Ferreira,DEBORA ALMEIDA,RIO DE JANEIRO / CAMPINAS,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,4,250.0,210.0
18308,2018-03-06,Danilo Pereira,MARCELO WITEMBERG,SAO PAULO / CURITIBA,PASSAGENS,LINHAS BRASIL EXPRESS,3,300.0,260.0
18309,2022-02-07,Clara Cardoso,DEBORA ALMEIDA,PENDRIVE 32 MULTILASER,INFORMATICA,MULTILASER,3,50.0,25.0
18310,2022-01-11,Lavinia Azevedo,RENATA MONTEIRO,MEMORIA DDR 3 16GB,INFORMATICA,VISION,3,140.0,75.0
18311,2018-04-12,Gustavo Barbosa,PEDRO NUNES,SAO PAULO / LONDRINA,PASSAGENS,LINHAS BRASIL EXPRESS,1,310.0,280.0
18312,2022-03-21,Carlos Azevedo,RENATA MONTEIRO,PANIFICADORA BRITANIA,ELETRODOMESTICOS,BRITANIA,4,250.0,130.0
18313,2020-06-07,Kai Correia,RODRIGO BIO,PODEROSO CHEFE,DVDS,STUDIOS HOLLYWOOD,2,98.0,46.0
18314,2020-06-10,Amanda Melo,DEBORA ALMEIDA,SAO PAULO / GOIANIA,PASSAGENS,LINHAS AÃ‰REAS BRAZUCA,3,400.0,360.0
18315,2022-05-24,Arthur Cunha,WALLACE MOREIRA,CASOAS ANTIGOS,DVDS,EM SPORTS,3,37.0,20.0
18316,2019-02-23,Leonor Santos,RODRIGO BIO,NOKIA QUARTY,CELULARES,NOKIA,4,300.0,190.0
18317,2018-09-08,Ryan Cardoso,EDUARDO SANTOS,TABLET 7 LENOVO,INFORMATICA,LENOVO,3,600.0,450.0
18318,2023-10-17,Vitoria Carvalho,RENATA MONTEIRO,WARIO,GAMES,BILLZAR GAMES,2,145.0,78.0
18319,2020-07-20,Kauê Santos,ANTONIO JESUS,SAO PAULO / BUENOS AIRES,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,3,1090.0,1000.0
18320,2022-07-24,Fernanda Pinto,FABIO AUGUSTO,DIÁRIO ROMÂNTICO,DVDS,EM SPORTS,4,176.0,100.0
18321,2019-03-12,Leonardo Rodrigues,RAFAELA LIMA,O SUPER-HERÓI,DVDS,STUDIOS HB,1,45.0,20.0
18322,2023-12-08,Gabrielle Correia,JOAO NUNES,MP4 32 GB SONY,INFORMATICA,SONY,4,240.0,120.0
18323,2020-08-16,Nicolas Oliveira,PEDRO NUNES,LIQUIDIFICADOR ARNO,ELETRODOMESTICOS,WALLITA,3,87.0,72.0
18324,2019-06-06,Gabrielle Almeida,CARLOS SENRA,TV LED 42 LG,TV E AUDIO,LG,4,2000.0,1620.0
18325,2021-01-23,Diego Souza,LILIAN SALINAS,NOKIA ASHA 202,CELULARES,NOKIA,2,700.0,430.0
18326,2020-10-08,Nicole Martins,EDUARDO SANTOS,GRAVITACIONAL,DVDS,STUDIOS CALIFORNIA,2,78.0,37.0
18327,2023-11-18,Gabrielle Almeida,PEDRO NUNES,EXCHANGE 2014,LIVROS,MICROSOFT,5,130.0,90.0
18328,2023-02-03,Aline Correia,ANTONIO JESUS,IPOD NANO 16,INFORMATICA,APPLE,3,300.0,110.0
18329,2022-02-09,Amanda Ferreira,TERESA CRISTINA,ADAPTADOR WIRELESS,INFORMATICA,ACER,2,89.0,60.0
18330,2023-06-16,Rafael Silva,GERALDO FRANCISCO,MOTO Z PLAY 3,CELULARES,MOTOROLA,1,1150.0,900.0
18331,2023-06-09,Pedro Barros,HERMES MACEDO,ADAPTADOR WIRELESS,INFORMATICA,ACER,3,89.0,60.0
18332,2018-10-24,Joao Barbosa,JOAO NUNES,LIQUIDIFICADOR WALLITA,ELETRODOMESTICOS,WALLITA,3,90.0,75.0
18333,2018-01-23,Vinícius Almeida,FABIO AUGUSTO,NOTEBOOK MSFT 17,INFORMATICA,MICROSOFT,2,3100.0,2700.0
18334,2018-09-27,Samuel Dias,TERESA CRISTINA,CARREGADOR TURBO CELULAR,CELULARES,MOTOROLA,3,99.0,55.0
18335,2019-01-12,Nicolash Melo,GERALDO FRANCISCO,MOTO Z PLAY 3,CELULARES,MOTOROLA,4,1150.0,900.0
18336,2020-08-16,Ágatha Almeida,SILVIO BAHIANA,CARTAO SD 128 GB SANDISK,INFORMATICA,SANDISK,4,156.0,99.0
18337,2023-09-02,Vinicius Rocha,RODRIGO BIO,SMART TV PANASONIC 52,TV E AUDIO,PANASONIC,4,4200.0,3800.0
18338,2021-10-08,Mateus Cardoso,HERMES MACEDO,PENDRIVE 128 CROSSAIR,INFORMATICA,PHILIPS,3,137.0,98.0
18339,2020-06-27,Aline Correia,PILAR SANCHES,TABLET 7 LENOVO,INFORMATICA,LENOVO,4,600.0,450.0
18340,2018-11-13,Livia Pinto,WALLACE MOREIRA,SAO PAULO / LIMA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,5,1900.0,1830.0
18341,2021-06-23,Beatriz Sousa,JOAO NUNES,TV LED 32 SAMSUNG,TV E AUDIO,SAMSUNG,3,1210.0,763.0
18342,2020-04-18,Tiago Ferreira,GERALDO FRANCISCO,LAVADORA GANCA 10L,ELETRODOMESTICOS,GANCA,1,5400.0,5020.0
18343,2020-04-17,Luís Costa,CLARA MAFRA,IPAD 64,INFORMATICA,APPLE,2,2500.0,1700.0
18344,2020-06-08,Rodrigo Costa,EDUARDO SANTOS,LOAD RUNNER,GAMES,BRAZUCA JOGOS,3,145.0,65.0
18345,2022-09-14,Eduarda Goncalves,RENE CHIARI,SONY W200,CELULARES,SONY,3,1100.0,900.0
18346,2021-01-17,Alex Barbosa,ANTONIO JESUS,MOUSE OPTICO,INFORMATICA,GENIUS,4,59.0,41.0
18347,2019-08-11,Samuel Dias,RENE CHIARI,NOTEBOOK MSFT TOUCH,INFORMATICA,MICROSOFT,1,3500.0,2800.0
18348,2022-01-03,Paulo Goncalves,MARCELO WITEMBERG,HD 3T SAMSUNG,INFORMATICA,SAMSUNG,4,700.0,300.0
18349,2020-05-20,Caio Dias,HERMES MACEDO,CASTELVANIA,GAMES,JOGAR GAMES,2,120.0,53.0
18350,2022-06-04,Raissa Alves,LILIAN SALINAS,HOMEM DE AÇO,DVDS,STUDIOS CALIFORNIA,3,45.0,20.0
18351,2022-07-25,Nicolas Azevedo,DEBORA ALMEIDA,JUICER ARNO,ELETRODOMESTICOS,ARNO,2,450.0,367.0
18352,2018-09-05,Thiago Silva,RENE CHIARI,LEITOR DE CARTOES MULTILASER,INFORMATICA,MULTILASER,2,24.0,11.0
18353,2018-08-08,Gabrielle Castro,MARCELO WITEMBERG,RIO DE JANEIRO / MADRID,PASSAGENS,LINHAS INTERNACIONAIS EURO,1,1800.0,1623.0
18354,2020-06-09,Tânia Fernandes,PILAR SANCHES,MOTO G6,CELULARES,MOTOROLA,4,860.0,620.0
18355,2022-06-10,Martim Barbosa,WALLACE MOREIRA,NOTEBOOK LN 15,INFORMATICA,LENOVO,3,1500.0,800.0
18356,2018-09-16,Victor Castro,DAVID BORGES,MICROONDAS BRASTEMP,ELETRODOMESTICOS,BRASTEMP,5,600.0,412.0
18357,2019-06-06,Júlio Ferreira,MARCELO WITEMBERG,DREAMC VGA,CELULARES,DREAMC,3,150.0,79.0
18358,2023-07-26,Júlio Cunha,PILAR SANCHES,TV LED 42 SAMSUNG,TV E AUDIO,SAMSUNG,1,2200.0,1354.0
18359,2023-01-10,Isabelle Souza,DAVID BORGES,HD 1T,INFORMATICA,MULTILASER,3,290.0,150.0
18360,2018-09-10,Nicole Almeida,RAFAELA LIMA,DESKTOP I5,INFORMATICA,ACER,3,2100.0,1020.0
18361,2020-10-04,Kaua Rodrigues,SERGIO AGUDO,NOTEBOOK SONY JK,INFORMATICA,SONY,1,2800.0,1999.0
18362,2019-07-06,Gustavo Goncalves,WALLACE MOREIRA,TV 3D PHILIPS 42,TV E AUDIO,SONY,3,3800.0,3201.0
18363,2018-10-05,Igor Ribeiro,SILVIO BAHIANA,SMART TV PANASONIC 52,TV E AUDIO,PANASONIC,2,4200.0,3800.0
18364,2020-04-02,Martim Almeida,DAVID BORGES,GLADIADORES,DVDS,EM SPORTS,2,145.0,90.0
18365,2018-08-03,Isabelle Souza,SERGIO AGUDO,TABLET 10 LENOVO,INFORMATICA,LENOVO,1,800.0,650.0
18366,2019-07-14,Tomás Almeida,MARCELO WITEMBERG,FANTASY STAR,GAMES,JOGAR GAMES,3,89.0,30.0
18367,2023-05-04,Alice Ribeiro,HERMES MACEDO,HOMEM DE AÇO,DVDS,STUDIOS CALIFORNIA,2,45.0,20.0
18368,2023-01-16,Beatrice Sousa,DEBORA ALMEIDA,SAO PAULO / RIO DE JANEIRO,PASSAGENS,LINHAS BRASIL EXPRESS,2,230.0,180.0
18369,2020-12-20,Isabella Ferreira,HERMES MACEDO,RIO DE JANEIRO / LIMA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,5,1900.0,1570.0
18370,2019-02-19,Maria Castro,ANTONIO JESUS,DESKTOP A5 HP,INFORMATICA,HP,2,1300.0,700.0
18371,2023-11-07,Vinicius Fernandes,TERESA CRISTINA,MIXER BRITANIA,ELETRODOMESTICOS,BRITANIA,1,90.0,68.0
18372,2021-02-27,Diego Gomes,CLARA MAFRA,DRAGON BLAZER,GAMES,BRAZUCA JOGOS,3,90.0,40.0
18373,2019-09-06,Arthur Cavalcanti,JOAO NUNES,MICROONDAS BRASTEMP,ELETRODOMESTICOS,BRASTEMP,1,600.0,412.0
18374,2019-02-26,Alice Azevedo,HERMES MACEDO,JUICER CCE,ELETRODOMESTICOS,CCE,5,430.0,347.0
18375,2019-10-13,Bruno Almeida,TERESA CRISTINA,RIO DE JANEIRO / MIAMI,PASSAGENS,AMERICA LINES EXPRESS,4,1900.0,1763.0
18376,2019-11-13,Kauê Santos,CARLOS SENRA,SAO PAULO / CURITIBA,PASSAGENS,LINHAS BRASIL EXPRESS,2,300.0,260.0
18377,2019-01-05,Isabela Goncalves,ANTONIO JESUS,MESA JANTAR 6 LUGARES,MOVEIS,BRASIL MADEIRAS,4,2500.0,1900.0
18378,2021-09-17,Kai Souza,WALLACE MOREIRA,NOKIA QUARTY,CELULARES,NOKIA,4,300.0,190.0
18379,2021-06-20,Ryan Gomes,LILIAN SALINAS,NOTEBOOK LN 17,INFORMATICA,LENOVO,3,2100.0,1700.0
18380,2020-09-16,Tiago Ferreira,HERMES MACEDO,NOTEBOOK LN 15,INFORMATICA,LENOVO,3,1500.0,800.0
18381,2019-07-10,Lavinia Cavalcanti,GERALDO FRANCISCO,HD 2T,INFORMATICA,MULTILASER,1,650.0,300.0
18382,2018-04-24,Kai Castro,LILIAN SALINAS,JACKSON,DVDS,STUDIOS HB,3,34.0,18.0
18383,2020-11-11,Julian Castro,DEBORA ALMEIDA,IPAD MINI 16,INFORMATICA,APPLE,1,1200.0,790.0
18384,2023-10-13,Diogo Lima,SERGIO AGUDO,LAVADORA LG 10L,ELETRODOMESTICOS,LG,3,2800.0,2186.0
18385,2022-09-07,Martim Oliveira,SILVIO BAHIANA,NOTEBOOK SONY JK,INFORMATICA,SONY,3,2800.0,1999.0
18386,2023-03-06,Julieta Melo,CELIA TAVARES,RIO DE JANEIRO / MIAMI,PASSAGENS,AMERICA LINES EXPRESS,4,1900.0,1763.0
18387,2023-05-18,Alex Barbosa,SILVIO BAHIANA,TV 3D PHILIPS 42,TV E AUDIO,SONY,3,3800.0,3201.0
18388,2023-05-21,Tomás Fernandes,MARCELO WITEMBERG,SAO PAULO / BUENOS AIRES,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,3,1090.0,1000.0
18389,2021-04-12,Mariana Dias,DAVID BORGES,MOCHILA NOTEBOOK 15.6 POL,INFORMATICA,GENIUS,2,109.0,81.0
18390,2018-05-16,Tomás Almeida,JOAO NUNES,LIQUIDIFICADOR ARNO,ELETRODOMESTICOS,WALLITA,1,87.0,72.0
18391,2023-01-02,Arthur Goncalves,MARCELO WITEMBERG,PODEROSO CHEFE,DVDS,STUDIOS HOLLYWOOD,3,98.0,46.0
18392,2020-09-27,Marisa Barbosa,EDUARDO SANTOS,MOUSE OPTICO,INFORMATICA,MICROSOFT,2,89.0,51.0
18393,2022-08-23,Raissa Cunha,FABIO AUGUSTO,MIXER BRITANIA,ELETRODOMESTICOS,BRITANIA,2,90.0,68.0
18394,2019-12-13,Danilo Araujo,PEDRO NUNES,IPAD MINI 16,INFORMATICA,APPLE,4,1200.0,790.0
18395,2019-06-09,Isabela Goncalves,SILVIO BAHIANA,DIÁRIO ROMÂNTICO,DVDS,EM SPORTS,3,176.0,100.0
18396,2021-09-08,Paulo Goncalves,MARCELO WITEMBERG,NOTEBOOK SONY 3D,INFORMATICA,SONY,4,2500.0,2000.0
18397,2021-10-15,Arthur Araujo,CLARA MAFRA,RIO DE JANEIRO / CAMPINAS,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,2,250.0,210.0
18398,2022-10-02,Amanda Fernandes,TERESA CRISTINA,SAO PAULO / CURITIBA,PASSAGENS,LINHAS BRASIL EXPRESS,1,300.0,260.0
18399,2023-05-24,Marcos Cavalcanti,LILIAN SALINAS,BARCO DE PEDRA,LIVROS,EDITORA AMAZONIA,2,37.0,20.0
18400,2021-07-20,Kauan Azevedo,TERESA CRISTINA,O SENHOR DO CRIME,LIVROS,EDITORA AMAZONIA,5,199.0,120.0
18401,2019-08-13,Victor Castro,PILAR SANCHES,GALAXY NOTE,INFORMATICA,SAMSUNG,4,2900.0,1542.0
18402,2023-06-05,Kauã Fernandes,PEDRO NUNES,SONY W200,CELULARES,SONY,4,1100.0,900.0
18403,2018-11-12,Vinícius Fernandes,CARLOS SENRA,PC DUAL CORE,INFORMATICA,PHILIPS,1,1350.0,890.0
18404,2018-05-12,Giovana Silva,RODRIGO MARQUES,IPOD NANO 32,INFORMATICA,APPLE,4,450.0,320.0
18405,2020-11-17,João Silva,WALLACE MOREIRA,HD 1T SAMSUNG,INFORMATICA,SAMSUNG,4,260.0,110.0
18406,2019-10-04,Igor Fernandes,FABIO AUGUSTO,MOTO G6,CELULARES,MOTOROLA,3,860.0,620.0
18407,2019-06-23,Samuel Barbosa,GERALDO FRANCISCO,JACKSON,DVDS,STUDIOS HB,1,34.0,18.0
18408,2022-02-10,Eduardo Carvalho,SILVIO BAHIANA,SAMSUNG XY 4,CELULARES,SAMSUNG,3,1200.0,965.0
18409,2020-04-14,Bianca Araujo,EDUARDO SANTOS,SAO PAULO / CURITIBA,PASSAGENS,LINHAS BRASIL EXPRESS,3,300.0,260.0
18410,2018-06-14,Leonardo Pinto,CARLOS SENRA,TABLET 10 LENOVO,INFORMATICA,LENOVO,4,800.0,650.0
18411,2019-02-14,Antônio Fernandes,DAVID BORGES,DESKTOP A5 HP,INFORMATICA,HP,3,1300.0,890.0
18412,2023-10-22,Vinicius Goncalves,PILAR SANCHES,MEMORIA DDR 3 32GB,INFORMATICA,VISION,5,350.0,203.0
18413,2023-09-01,Leila Castro,DEBORA ALMEIDA,HD 3T SAMSUNG,INFORMATICA,SAMSUNG,2,700.0,300.0
18414,2023-12-17,Cauã Ribeiro,RODRIGO BIO,SONY W100,CELULARES,SONY,4,980.0,530.0
18415,2020-05-25,Igor Castro,PILAR SANCHES,MESA 4 LUGARES,MOVEIS,MOVEIS VAREJÃƒO,5,1000.0,823.0
18416,2020-03-19,Luis Pereira,RODRIGO MARQUES,PLACA DE SOM,INFORMATICA,GFORCE,4,290.0,130.0
18417,2020-04-18,Evelyn Carvalho,PILAR SANCHES,DESKTOP 17,INFORMATICA,ACER,5,2300.0,1800.0
18418,2020-07-12,Emilly Carvalho,SILVIO BAHIANA,SAMSUNG E1203,CELULARES,SAMSUNG,2,560.0,385.0
18419,2023-04-15,Gabriel Fernandes,SILVIO BAHIANA,SAO PAULO / LIMA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,1,1900.0,1830.0
18420,2021-04-01,Miguel Ferreira,RENATA MONTEIRO,CAVALEIRO DAS TREVAS,GAMES,BILLZAR GAMES,3,110.0,50.0
18421,2023-01-08,Sophia Martins,PILAR SANCHES,MOUSE OPTICO,INFORMATICA,MICROSOFT,3,89.0,51.0
18422,2020-11-05,Rodrigo Costa,HERMES MACEDO,TV LED 60 SAMSUNG,TV E AUDIO,SAMSUNG,2,3800.0,3000.0
18423,2021-12-17,Alice Azevedo,SILVIO BAHIANA,SMART TV SAMSUNG 52,TV E AUDIO,SAMSUNG,1,4300.0,3800.0
18424,2023-05-01,Kai Souza,FABIO AUGUSTO,HD 2T SAMSUNG,INFORMATICA,SAMSUNG,3,550.0,200.0
18425,2021-09-20,Felipe Martins,DAVID BORGES,TITANS,GAMES,BRAZUCA JOGOS,2,98.0,50.0
